school-wls	name	enw	school-type-wls	principal-local-authority	address	cyfeiriad	start-date	end-date
6706027	Swansea Sixth Form College	Swansea Sixth Form College		SWA				
6706028	Ty Dan Y Coed	Ty Dan Y Coed		SWA				
6726073	St Clare's School	St Clare's School		BGE				
6726091	Genus Education	Genus Education		BGE				
6736021	Westbourne School	Westbourne School		VGL				
6736025	Headlands School	Headlands School		VGL				
6736091	Atlantic College	Atlantic College		VGL				
6766088	Wyclif Independent Christian School	Wyclif Independent Christian School		CAY				
6766089	Mynydd Haf School	Mynydd Haf School		CAY				
6796008	Monmouth School for Boys	Monmouth School for Boys		MON				
6796009	Monmouth School For Girls	Monmouth School For Girls		MON				
6796010	Monmouth Schools Pre-Prep & Nursery	Monmouth Schools Pre-Prep & Nursery		MON				
6796013	Llangattock School Monmouth	Llangattock School Monmouth		MON				
6796014	Talocher School	Talocher School		MON				
6806003	Rougemont School	Rougemont School		NWP				
6806005	Greenfields School	Greenfields School		NWP				
6816004	St John's College	St John's College		CRF				
6816012	The Cathedral School	The Cathedral School		CRF				
6816014	Kings Monkton School	Kings Monkton School		CRF				
6816024	Howell's School	Howell's School		CRF				
6816087	Craig Y Parc School	Craig Y Parc School		CRF				
6816090	Cardiff Academy	Cardiff Academy		CRF				
6816093	Cardiff Muslim Primary School	Cardiff Muslim Primary School		CRF				
6816094	Ty Coryton	Ty Coryton		CRF				
6816095	Red Rose School	Red Rose School		CRF				
6816096	Cardiff Steiner School	Cardiff Steiner School		CRF				
6816097	Ely Presbyterian Church School	Ely Presbyterian Church School		CRF				
6816098	Ihsan Academy	Ihsan Academy		CRF				
6816099	Ummul Mumineen Academy	Ummul Mumineen Academy		CRF				
6816100	Cardiff Montessori School	Cardiff Montessori School		CRF				
6816101	Cardiff Sixth Form College	Cardiff Sixth Form College		CRF				
6816102	ACT Schools	ACT Schools		CRF				
6611104	Llechan Lân Centres	Llechan Lân Centres		GWN				
6621100	Canolfan Addysg Nant-y-Bryniau Education Centre	Canolfan Addysg Nant-y-Bryniau Education Centre		CWY				
6621102	Gyffin Education Centre	Gyffin Education Centre		CWY				
6621103	Alternative Education Service	Alternative Education Service		CWY				
6621104	Canolfan Addysg Penmaenrhos	Canolfan Addysg Penmaenrhos		CWY				
6631100	Denbighshire PRU's	Denbighshire PRU's		DEN				
6641102	Flintshire Portfolio PRU's	Flintshire Portfolio PRU's		FLN				
6651104	Wrexham Pupil Referral Services	Wrexham Pupil Referral Services		WRX				
6661102	Powys Pupil Referral Unit	Powys Pupil Referral Unit		POW				
6671106	Ceredigion Pupil Referral Service	Ceredigion Pupil Referral Service		CGN				
6681104	Pembrokeshire Pupil Referral Service	Pembrokeshire Pupil Referral Service		PEM				
6691110	Carmarthenshire Secondary Teaching and Learning Centre	Carmarthenshire Secondary Teaching and Learning Centre		CMN				
6691111	Canolfan Bro Tywi, Behaviour Support Service	Canolfan Bro Tywi, Behaviour Support Service		CMN				
6701113	City & County of Swansea Pupil Referral Unit	City & County of Swansea Pupil Referral Unit		SWA				
6721102	Portfolio PRU	Portfolio PRU		BGE				
6731112	Y Daith	Y Daith		VGL				
6741106	Ty Gwyn Education Centres	Ty Gwyn Education Centres						
6741108	Tai Educational Centre	Tai Educational Centre						
6761104	Glanynant Learning Centre (PRU)	Glanynant Learning Centre (PRU)		CAY				
6781100	AlternativeTuition Ty Glyn PRU	AlternativeTuition Ty Glyn PRU		TOF				
6791100	Monmouthshire Pupil Referral Service	Monmouthshire Pupil Referral Service		MON				
6801103	Bridge Achievement Centre	Bridge Achievement Centre		NWP				
6811107	Bryn Y Deryn School and Student Support Unit	Bryn Y Deryn School and Student Support Unit		CRF				
